departamentos,key_fecha,programatica1_ano,id_detail,pct_cobertura
SANTANDER,1,33241,703,0.91
SANTANDER,1,33241,704,0.93
SANTANDER,1,33241,705,0.91
SANTANDER,1,33241,706,0.73
SANTANDER,1,33241,707,0.89
SANTANDER,1,33241,708,0.85
SANTANDER,1,33241,709,0.85
SANTANDER,1,33241,710,0.85
SANTANDER,1,33241,711,0.85
SANTANDER,1,33241,712,0.82
SANTANDER,1,33241,713,0.76
SUCRE,1,16424,714,0.84
SUCRE,1,16424,715,0.83
SUCRE,1,16424,716,0.88
SUCRE,1,16424,717,0.86
SUCRE,1,16424,718,0.88
SUCRE,1,16424,719,0.87
SUCRE,1,16424,720,0.86
SUCRE,1,16424,721,0.86
SUCRE,1,16424,722,0.85
SUCRE,1,16424,723,0.57
SUCRE,1,16424,724,0.49
SUCRE,1,16424,725,0.87
SUCRE,1,16424,726,0.87
SUCRE,1,16424,727,0.88
SUCRE,1,16424,728,0.87
SUCRE,1,16424,729,0.76
SUCRE,1,16424,730,0.87
SUCRE,1,16424,731,0.89
SUCRE,1,16424,732,0.89
SUCRE,1,16424,733,0.95
SUCRE,1,16424,734,0.95
SUCRE,1,16424,735,0.95
SUCRE,1,16424,736,0.75
TOLIMA,1,19693,737,0.82
